0.026,0.001,88.477
0.026,0.001,88.475
0.029,0.001,88.475
0.03,0,88.475
0.031,0,88.475
0.032,0,88.475
0.034,0,88.475
0.036,0,88.475
0.037,0,88.476
0.039,0,88.475
0.041,0,88.478
0.042,0,88.476
0.044,0,88.477
0.046,0,88.476
0.049,-0.001,88.477
0.049,-0.001,88.476
0.051,-0.001,88.476
0.053,-0.001,88.476
0.056,-0.001,88.474
0.056,-0.001,88.475
0.058,-0.001,88.475
0.061,-0.001,88.474
0.064,-0.001,88.475
0.067,-0.001,88.476
0.067,-0.001,88.477
0.071,-0.001,88.477
0.071,-0.001,88.477
0.074,-0.001,88.477
0.077,-0.001,88.477
0.077,-0.001,88.477
0.081,-0.002,88.477
0.081,-0.002,88.476
0.085,-0.002,88.476
0.089,-0.002,88.476
0.094,-0.002,88.476
0.098,-0.002,88.473
0.103,-0.002,88.474
0.103,-0.002,88.476
0.108,-0.002,88.476
0.113,-0.002,88.475
0.113,-0.002,88.476
0.119,-0.002,88.476
0.124,-0.002,88.479
0.13,-0.002,88.479
0.137,-0.002,88.479
0.137,-0.002,88.478
0.143,-0.002,88.478
0.15,-0.002,88.479
0.15,-0.002,88.478
0.157,-0.002,88.478
0.165,-0.002,88.476
0.172,-0.002,88.474
0.172,-0.002,88.473
0.18,-0.002,88.473
0.189,-0.002,88.472
0.197,-0.002,88.471
0.206,-0.002,88.471
0.216,-0.002,88.471
0.257,-0.002,88.472
0.268,-0.002,88.472
0.268,-0.002,88.47
0.279,-0.003,88.47
0.291,-0.003,88.468
0.291,-0.003,88.466
0.304,-0.003,88.466
0.316,-0.003,88.465
0.329,-0.003,88.463
0.343,-0.003,88.462
0.357,-0.003,88.462
0.357,-0.003,88.46
0.371,-0.003,88.46
0.386,-0.003,88.462
0.386,-0.003,88.464
0.401,-0.003,88.464
0.416,-0.004,88.465
0.432,-0.004,88.464
0.448,-0.004,88.464
0.465,-0.004,88.463
0.465,-0.004,88.461
0.482,-0.004,88.461
0.5,-0.004,88.456
0.518,-0.004,88.453
0.518,-0.004,88.452
0.536,-0.004,88.452
0.555,-0.004,88.45
0.575,-0.004,88.45
0.594,-0.004,88.453
0.614,-0.004,88.456
0.635,-0.004,88.461
0.635,-0.004,88.463
0.656,-0.004,88.463
0.678,-0.004,88.465
0.699,-0.004,88.468
0.722,-0.004,88.469
0.744,-0.004,88.469
0.767,-0.004,88.469
0.815,-0.003,88.468
0.839,-0.003,88.469
0.864,-0.003,88.47
0.889,-0.003,88.474
0.914,-0.003,88.476
0.939,-0.003,88.478
0.965,-0.003,88.482
0.991,-0.002,88.483
1.018,-0.002,88.484
1.045,-0.002,88.487
1.072,-0.002,88.486
1.099,-0.002,88.485
1.099,-0.002,88.485
1.127,-0.002,88.485
1.127,-0.002,88.486
1.155,-0.002,88.486
1.183,-0.002,88.486
1.212,-0.001,88.487
1.27,-0.001,88.494
1.27,-0.001,88.498
1.299,0,88.498
1.299,0,88.502
1.329,0,88.502
1.359,0.001,88.507
1.389,0.001,88.51
1.42,0.001,88.513
1.42,0.001,88.516
1.451,0.002,88.516
1.482,0.002,88.515
1.482,0.002,88.512
1.513,0.003,88.512
1.513,0.003,88.51
1.545,0.003,88.51
1.577,0.003,88.506
1.609,0.004,88.505
1.609,0.004,88.505
1.642,0.004,88.505
1.675,0.005,88.508
1.708,0.005,88.514
1.708,0.005,88.521
1.742,0.006,88.521
1.776,0.007,88.529
1.776,0.007,88.535
1.81,0.007,88.535
1.81,0.007,88.54
1.844,0.008,88.54
1.879,0.008,88.541
1.879,0.008,88.541
1.913,0.009,88.541
1.948,0.009,88.54
1.983,0.01,88.539
2.017,0.01,88.535
2.052,0.011,88.533
2.087,0.011,88.532
2.122,0.012,88.529
2.157,0.012,88.533
2.192,0.013,88.539
2.192,0.013,88.545
2.227,0.013,88.545
2.263,0.014,88.552
2.298,0.014,88.555
2.334,0.015,88.559
2.369,0.015,88.557
2.369,0.015,88.556
2.404,0.015,88.556
2.44,0.016,88.554
2.476,0.016,88.552
2.512,0.017,88.551
2.547,0.017,88.553
